letter,question,answer
ف,مجموعة من اللاعبين يلعبون معاً لتحقيق الفوز والبطولة يطلق عليهم؟,فريق
ف,الانتصار في المباراة وتحقيق نتيجة إيجابية على الخصم يسمى؟,فوز
ف,حيوان مفترس من فصيلة القطط يعتبر أسرع حيوان بري على وجه الأرض؟,فهد
ف,مبنى ضخم مجهز بغرف لاستقبال وإقامة المسافرين والسياح بمقابل مادي؟,فندق
ف,نبات بقولي شهير يعتبر وجبة إفطار أساسية وشعبية في مصر والعديد من الدول؟,فول
ف,فاكهة حمراء صغيرة ولذيذة بذورها تقع على قشرتها الخارجية؟,فراولة
ف,لباس نسائي يغطي الجسم من الكتفين حتى الساقين يلبس في المناسبات؟,فستان
ف,معدن أبيض لامع ونفيس يستخدم في صناعة الحلي والعملات المعدنية والجوائز؟,فضة
ق,اللاعب الذي يرتدي الشارة ويوجه زملاءه في الملعب لرفع المعنويات يسمى؟,قائد
ق,العضو الذي يركل به اللاعب الكرة وأساس اللعبة مسمى به (كرة الـ)؟,قدم
ق,دولة عربية خليجية استضافت ونظمت كأس العالم 2022 بنجاح مبهر؟,قطر
ق,مدينة عربية عريقة هي عاصمة مصر وتلقب بمدينة الألف مئذنة؟,قاهرة
ق,حيوان يتسلق الأشجار بمهارة عالية ويشتهر بتقليد حركات الإنسان؟,قرد
ق,وسيلة نقل طويلة تتكون من عربات متصلة ببعضها تسير على سكة حديد؟,قطار
ق,الجرم السماوي المنير الذي يظهر في السماء ليلاً ويدور حول كوكب الأرض؟,قمر
ق,أداة أساسية وضرورية تستخدم للكتابة والتدوين بالحبر أو الرصاص؟,قلم
ق,العضو العضلي النابض الذي يضخ الدم في جسم الإنسان والكائن الحي؟,قلب
ق,أداة معدنية تستخدم لإغلاق الأبواب والصناديق بإحكام وتفتح بالمفتاح فقط؟,قفل
ق,مركبة مائية صغيرة تستخدم للتنقل والصيد والتجديف في الأنهار والبحار؟,قارب
ق,مبنى ضخم وفخم جداً محاط بحدائق يكون عادة مقراً وسكناً للملوك والأمراء؟,قصر
ق,أداة مقوسة بصلابة مرنة ومربوطة بوتر تستخدم لرمي السهام في الحروب قديماً؟,قوس
ق,مشروب ساخن منبه وشهير يصنع من بذور البن المحمصة والمطحونة؟,قهوة
ق,حيوان أليف من فصيلة السنوريات يحب النوم واللعب ويموء؟,قطة
ق,سمك بحري مفترس وخطير جداً يمتلك فكاً ضخماً وأسناناً حادة للتمزيق؟,قرش
ق,حصن دفاعي منيع وعالٍ يبنى في المرتفعات قديماً للحماية من هجوم الأعداء؟,قلعة
ق,مجموعة القواعد والتشريعات الإلزامية التي تنظم حياة الناس في المجتمع وتعاقب المخالف؟,قانون
ك,قائد الفريق الذي يرتدي شارة القيادة يسمى أيضاً بلفظ إنجليزي معرب هو؟,كابتن

ك,بطاقة ملونة يشهرها الحكم لمعاقبة اللاعب على الخطأ تسمى بطاقة أو؟,كارت
ك,دولة واسعة في أمريكا الشمالية عاصمتها أوتاوا وتشتهر بشعار ورقة القيقب الحمراء؟,كندا
ك,حيوان يلقب بصديق الإنسان الوفي ويستخدم للحراسة ورعي الأغنام والصيد؟,كلب
ك,جهاز إلكتروني متطور يعالج البيانات ويستخدم في كل المجالات حالياً للعمل واللعب؟,كمبيوتر
ك,قطعة أثاث مصممة للجلوس عليها ولها مسند للظهر وأربعة أرجل عادة؟,كرسي
ك,مادة كيميائية قابلة للاشتعال توضع على رأس عود خشبي وتستخدم لإشعال النار؟,كبريت
ك,المجسم الذهبي أو الفضي الذي يرفع بعد الفوز بالبطولة كرمز للانتصار يسمى؟,كأس
ك,جرم سماوي معتم يدور حول نجم مضيء مثل الأرض التي تدور حول الشمس يسمى؟,كوكب
ك,مجموعة أوراق مطبوعة ومجلدة بغلاف تحتوي على معلومات وقصص وعلوم للقراءة؟,كتاب
ك,وعاء صغير أسطواني الشكل وله مقبض يستخدم لشرب السوائل الساخنة كالماء والشاي؟,كوب
ك,طاقة خفية تشغل الأجهزة وتنير المصابيح وتعتبر عصب الحياة الحديثة والصناعة؟,كهرباء
ك,بيت صغير وبسيط يبنى عادة من الخشب أو جذوع الشجر أو القش في الريف أو الغابة؟,كوخ
ك,جهاز دقيق وعدسات يستخدم لالتقاط الصور الثابتة وتسجيل مقاطع الفيديو للتوثيق؟,كاميرا
ك,أموال ومجوهرات وذهب ثمين مخبأ تحت الأرض أو في البحر يبحث عنه القراصنة في القصص؟,كنز
ك,المفصل القوي الذي يربط بين الذراع والجذع في أعلى جسم الإنسان؟,كتف
ك,تجويف طبيعي مظلم وعميق داخل جبل أو صخرة كان يلجأ إليه الإنسان القديم للسكن؟,كهف
ل,الاسم الأول للأسطورة الأرجنتيني ميسي الحاصل على كؤوس ذهبية عديدة؟,ليونيل
ل,نادي إنجليزي عريق أحمر اللون يلقب بالريدز يلعب له النجم محمد صلاح؟,ليفربول
ل,مدينة هي عاصمة بريطانيا ويمر بها نهر التايمز وتشتهر بساعة بيغ بن؟,لندن
ل,فاكهة حمضية صفراء اللون غنية بفيتامين سي وتستخدم في العصير والطبخ؟,ليمون
ل,حجر كريم ثمين كروي أبيض أو وردي يستخرج من المحار في قاع البحر؟,لؤلؤ
ل,عضو عضلي في الفم مسؤول عن التذوق والكلام وتحريك الطعام أثناء المضغ؟,لسان
ل,شعاع ضوئي مركز ذو طاقة عالية جداً وفي اتجاه واحد يستخدم في الجراحة والصناعة؟,ليزر
ل,الصفة البصرية للأشياء التي تميزها العين مثل الأحمر والأزرق والأخضر تسمى؟,لون
ل,سطح مستو من القماش أو الخشب أو الورق يرسم عليه الفنان لوحاته وألوانه؟,لوحة
ل,نسيج عضلي من الحيوانات يتناوله الإنسان كغذاء أساسي غني بالبروتين؟,لحم
ل,الفترة المظلمة من اليوم التي تبدأ بعد غروب الشمس وتغيب فيها أشعتها للراحة؟,ليل
ل,الشخص الذي يسرق ممتلكات وأموال الآخرين خفية وبدون وجه حق يسمى؟,لص
ل,النشاط الترفيهي الممتع الذي يقوم به الأطفال والمراهقون بغرض التسلية والمرح؟,لعب
ل,نوع من المكسرات اللذيذة والمفيدة يستخرج من شجرة ذات أزهار وردية وبيضاء جميلة؟,لوز
ل,ما يرتديه الإنسان لتغطية وحماية جسده من العوامل الخارجية كالبرد والحر ويسمى ملابس أو؟,لباس
ل,وحدة قياس أساسية للسوائل لقياس الحجم مثل الماء والعصير والوقود يرمز لها بحرف L؟,لتر
ل,أداة أو نشاط بقواعد معينة تهدف للتسلية والتحدي مثل الشطرنج وورق اللعب تسمى؟,لعبة
ل,الشخص الذي يمارس رياضة معينة ضمن فريق مثل كرة القدم أو السلة يسمى؟,لاعب
م,المكان المخصص لإقامة مباريات كرة القدم ويحتوي على مدرجات عشبية للجماهير؟,ملعب
م,مركز اللاعب الذي مهمته الأساسية منع الخصم من التسجيل وإبعاد الكرة عن منطقته؟,مدافع
م,أسطورة الأرجنتين ونادي برشلونة الفائز بكأس العالم 2022 اللاعب ليونيل؟,ميسي
م,كوكب في المجموعة الشمسية يسمى بالكوكب الأحمر وهو الجار القريب لكوكب الأرض؟,مريخ
م,دولة عربية إفريقية عريقة توجد بها الأهرامات ونهر النيل الخالد؟,مصر
م,سائل شفاف لا لون له ولا طعم ولا رائحة وهو أساس الحياة على الأرض لجميع الكائنات؟,ماء
م,أداة معدنية صغيرة بأسنان بارزة تستخدم لفتح الأقفال والأبواب المغلقة للبيوت والسيارات؟,مفتاح
م,مهنة الشخص المتخصص الذي يقوم بتصميم وبناء وتخطيط المباني والجسور والآلات؟,مهندس
م,أداة يدوية ذات شفرتين قاطعتين متقاطعتين تستخدم لقص الورق والقماش والشعر؟,مقص
م,العضو الرئيسي والحساس في الدماغ داخل الجمجمة المسؤول عن التفكير والذاكرة وحركة الجسم؟,مخ
م,قطعة معدنية مدببة الرأس تطرق بالمطرقة لتثبيت الأشياء الخشبية ببعضها؟,مسمار
م,قطرات الماء المتساقطة من الغيوم في السماء إلى سطح الأرض لتروي الزرع تسمى؟,مطر
م,مساحة شاسعة جداً من المياه المالحة العميقة تفصل بين القارات كالهادي والأطلسي؟,محيط
م,مؤسسة تعليمية يذهب إليها الأطفال والطلاب يومياً لتلقي العلم والمعرفة والتربية؟,مدرسة
م,المكان أو الغرفة المخصصة للعمل الإداري والقراءة والكتابة وإنجاز المهام الوظيفية؟,مكتب
